"Gene ID","source_id","Computed GO Component IDs","Computed GO Components","Computed GO Functions","Computed GO Function IDs","Computed GO Process IDs","Computed GO Processes"
"TGME49_246720","TGME49_246720-t26_1","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_246770","TGME49_246770.R1841","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_246930","TGME49_246930-t26_1","N/A","N/A","calcium ion binding","GO:0005509","N/A","N/A"
"TGME49_246940","TGME49_246940.R1842","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_246950","TGME49_246950.R1843","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_247000","TGME49_247000-t26_1","N/A","N/A","protein binding","GO:0005515","N/A","N/A"
"TGME49_247195","TGME49_247195.R1845","GO:0016020","membrane","N/A","N/A","N/A","N/A"
"TGME49_247230","TGME49_247230.R1846","GO:0005815","microtubule organizing center","NAD(P)H oxidase H2O2-forming activity;calcium ion binding","GO:0016174;GO:0005509","N/A","N/A"
"TGME49_247240","TGME49_247240-t26_1","GO:0005622","intracellular anatomical structure","obsolete ubiquitin thiolesterase activity;thiol-dependent deubiquitinase","GO:0004221;GO:0004843","GO:0006511","ubiquitin-dependent protein catabolic process"
"TGME49_247330","TGME49_247330-t26_1","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_247410","TGME49_247410.R1854","GO:0016020","membrane","N/A","N/A","N/A","N/A"
"TGME49_247440","TGME49_247440.R1855","GO:0016020","membrane","N/A","N/A","N/A","N/A"
"TGME49_247450","TGME49_247450-t26_1","N/A","N/A","metal ion binding;nucleic acid binding","GO:0046872;GO:0003676","N/A","N/A"
"TGME49_247510","TGME49_247510.R1856","N/A","N/A","fructose 1,6-bisphosphate 1-phosphatase activity;phosphatase activity;phosphoric ester hydrolase activity","GO:0042132;GO:0016791;GO:0042578","GO:0005975","carbohydrate metabolic process"
"TGME49_247520","TGME49_247520.R1857","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_247600","TGME49_247600-t26_1","GO:0005737;GO:0005868;GO:0005874","cytoplasm;cytoplasmic dynein complex;microtubule","ATP binding","GO:0005524","GO:0007018","microtubule-based movement"
"TGME49_247640","TGME49_247640-t26_1","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_247680","TGME49_247680-t26_1","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_247700","TGME49_247700-t26_1","GO:0005634","nucleus","DNA binding;DNA-binding transcription factor activity","GO:0003677;GO:0003700","GO:0006355","regulation of transcription, DNA-templated"
"TGME49_247710","TGME49_247710-t26_1","N/A","N/A","ATP binding;protein kinase activity;protein serine/threonine kinase activity","GO:0005524;GO:0004672;GO:0004674","GO:0006468","protein phosphorylation"
"TGME49_247730","TGME49_247730-t26_1","GO:0005634","nucleus","DNA binding;DNA-binding transcription factor activity","GO:0003677;GO:0003700","GO:0006355","regulation of transcription, DNA-templated"
"TGME49_247770","TGME49_247770.R1866","GO:0016020","membrane","N/A","N/A","N/A","N/A"
"TGME49_247930","TGME49_247930.R1869","GO:0016020","membrane","SNAP receptor activity;protein binding","GO:0005484;GO:0005515","GO:0006886;GO:0016192","intracellular protein transport;vesicle-mediated transport"
"TGME49_248100","TGME49_248100.R1872","GO:0016021;GO:0016020","integral component of membrane;membrane","N/A","N/A","GO:0016192","vesicle-mediated transport"
"TGME49_248150","TGME49_248150-t26_1","GO:0044599","AP-5 adaptor complex","N/A","N/A","N/A","N/A"
"TGME49_248160","TGME49_248160.R1876","N/A","N/A","DNA binding;DNA helicase activity","GO:0003677;GO:0003678","GO:0006303","double-strand break repair via nonhomologous end joining"
"TGME49_248170","TGME49_248170.R1877","GO:0005778","peroxisomal membrane","protein binding","GO:0005515","GO:0016560","protein import into peroxisome matrix, docking"
"TGME49_248200","TGME49_248200-t26_1","N/A","N/A","RNA binding;S-adenosylmethionine-dependent methyltransferase activity;methyltransferase activity;rRNA (adenine-N6,N6-)-dimethyltransferase activity;rRNA methyltransferase activity","GO:0003723;GO:0008757;GO:0008168;GO:0000179;GO:0008649","GO:0000154;GO:0006364","rRNA modification;rRNA processing"
"TGME49_248300","TGME49_248300.R1881","GO:0016020","membrane","N/A","N/A","N/A","N/A"
"TGME49_248310","TGME49_248310-t26_1","N/A","N/A","N/A","N/A","GO:0015031;GO:0007034","protein transport;vacuolar transport"
"TGME49_248390","TGME49_248390.R1886","GO:0015934","large ribosomal subunit","RNA binding;structural constituent of ribosome","GO:0003723;GO:0003735","GO:0006412","translation"
"TGME49_248470","TGME49_248470.R1891","N/A","N/A","serine-type endopeptidase activity;serine-type peptidase activity","GO:0004252;GO:0008236","GO:0006508","proteolysis"
"TGME49_248480","TGME49_248480-t26_1","GO:0005622;GO:0015935","intracellular anatomical structure;small ribosomal subunit","RNA binding;rRNA binding;structural constituent of ribosome","GO:0003723;GO:0019843;GO:0003735","GO:0006412","translation"
"TGME49_248490","TGME49_248490-t26_1","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_248500","TGME49_248500-t26_1","GO:0005643","nuclear pore","N/A","N/A","N/A","N/A"
"TGME49_248570","TGME49_248570.R1894","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_248640","TGME49_248640.R1899","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_248670","TGME49_248670-t26_1","GO:0016020","membrane","inorganic diphosphatase activity;pyrophosphate hydrolysis-driven proton transmembrane transporter activity","GO:0004427;GO:0009678","GO:1902600","proton transmembrane transport"
"TGME49_248700","TGME49_248700.R1902","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_248740","TGME49_248740.R1903","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_248760","TGME49_248760-t26_1","N/A","N/A","serine-type endopeptidase activity;serine-type peptidase activity","GO:0004252;GO:0008236","GO:0006508","proteolysis"
"TGME49_248790","TGME49_248790-t26_1","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_248810","TGME49_248810.R1906","GO:0110165","cellular anatomical entity","N/A","N/A","N/A","N/A"
"TGME49_248840","TGME49_248840.R1908","GO:0016021;GO:0016020","integral component of membrane;membrane","transmembrane transporter activity","GO:0022857","GO:0055085","transmembrane transport"
"TGME49_248915","TGME49_248915-t26_1","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_248925","TGME49_248925-t26_1","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_249020","TGME49_249020.R1916","N/A","N/A","ATP binding;microtubule binding;microtubule motor activity","GO:0005524;GO:0008017;GO:0003777","GO:0007018","microtubule-based movement"
"TGME49_249190","TGME49_249190-t26_1","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_249200","TGME49_249200.R1920","GO:0016021;GO:0016020","integral component of membrane;membrane","copper ion transmembrane transporter activity","GO:0005375","GO:0006878;GO:0035434","cellular copper ion homeostasis;copper ion transmembrane transport"
"TGME49_249240","TGME49_249240.R1922","N/A","N/A","1-acylglycerophosphocholine O-acyltransferase activity;acyltransferase activity;calcium ion binding","GO:0047184;GO:0016746;GO:0005509","N/A","N/A"
"TGME49_249250","TGME49_249250-t26_1","GO:0005622;GO:0005840","intracellular anatomical structure;ribosome","structural constituent of ribosome","GO:0003735","GO:0006412","translation"
"TGME49_249260","TGME49_249260.R1923","N/A","N/A","ATP binding;MAP kinase activity;cyclin-dependent protein serine/threonine kinase activity;protein kinase activity","GO:0005524;GO:0004707;GO:0004693;GO:0004672","GO:0006468","protein phosphorylation"
"TGME49_249300","TGME49_249300.R1925","GO:0016020","membrane","N/A","N/A","N/A","N/A"
"TGME49_249380","TGME49_249380.R1930","GO:0016020","membrane","palmitoyltransferase activity;protein-cysteine S-palmitoyltransferase activity;zinc ion binding","GO:0016409;GO:0019706;GO:0008270","N/A","N/A"
"TGME49_249440","TGME49_249440.R1932","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_249470","TGME49_249470-t26_1","N/A","N/A","ATP binding;protein kinase activity","GO:0005524;GO:0004672","GO:0006468","protein phosphorylation"
"TGME49_249480","TGME49_249480.R1933","N/A","N/A","protein binding","GO:0005515","N/A","N/A"
"TGME49_249530","TGME49_249530.R1935","GO:0005634","nucleus","nuclear export signal receptor activity;obsolete protein transporter activity;small GTPase binding","GO:0005049;GO:0008565;GO:0031267","GO:0006886;GO:0006611","intracellular protein transport;protein export from nucleus"
"TGME49_249590","TGME49_249590-t26_1","GO:0005737;GO:0005634;GO:0005839;GO:0019773","cytoplasm;nucleus;proteasome core complex;proteasome core complex, alpha-subunit complex","endopeptidase activity;hydrolase activity;threonine-type endopeptidase activity","GO:0004175;GO:0016787;GO:0004298","GO:0043161;GO:0051603;GO:0006511","proteasome-mediated ubiquitin-dependent protein catabolic process;proteolysis involved in cellular protein catabolic process;ubiquitin-dependent protein catabolic process"
"TGME49_249670","TGME49_249670-t26_1","N/A","N/A","cysteine-type endopeptidase activity;cysteine-type peptidase activity","GO:0004197;GO:0008234","GO:0006508","proteolysis"
"TGME49_249690","TGME49_249690-t26_1","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_249720","TGME49_249720-t26_1","GO:0045263;GO:0033177","proton-transporting ATP synthase complex, coupling factor F(o);proton-transporting two-sector ATPase complex, proton-transporting domain","lipid binding;proton transmembrane transporter activity","GO:0008289;GO:0015078","GO:0015986;GO:1902600","ATP synthesis coupled proton transport;proton transmembrane transport"
"TGME49_249730","TGME49_249730.R1941","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_249790","TGME49_249790-t26_1","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_249820","TGME49_249820-t26_1","GO:0016021;GO:0016020","integral component of membrane;membrane","ABC-type beta-glucan transporter activity;ABC-type transporter activity;ABC-type xenobiotic transporter activity;ATP binding;ATP hydrolysis activity;ATPase-coupled transmembrane transporter activity","GO:0015441;GO:0140359;GO:0008559;GO:0005524;GO:0016887;GO:0042626","GO:0055085;GO:0006810","transmembrane transport;transport"
"TGME49_249850","TGME49_249850-t26_1","GO:0016020","membrane","N/A","N/A","N/A","N/A"
"TGME49_249870","TGME49_249870-t26_1","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_249910","TGME49_249910-t26_1","GO:0005744","TIM23 mitochondrial import inner membrane translocase complex","N/A","N/A","GO:0030150","protein import into mitochondrial matrix"
"TGME49_249970","TGME49_249970.R1953","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_249990","TGME49_249990.R1955","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_250220","TGME49_250220-t26_1","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_250340","TGME49_250340.R1958","GO:0005737;GO:0005815","cytoplasm;microtubule organizing center","calcium ion binding","GO:0005509","N/A","N/A"
"TGME49_250680","TGME49_250680.R1960","GO:0005622","intracellular anatomical structure","ATP binding;GTPase activator activity;protein kinase activity","GO:0005524;GO:0005096;GO:0004672","GO:0006468;GO:0043087","protein phosphorylation;regulation of GTPase activity"
"TGME49_250710","TGME49_250710.R1961","GO:0016020","membrane","N/A","N/A","N/A","N/A"
"TGME49_250770","TGME49_250770.R1963","N/A","N/A","ATP binding;RNA helicase activity;helicase activity;hydrolase activity;nucleic acid binding;translation initiation factor activity","GO:0005524;GO:0003724;GO:0004386;GO:0016787;GO:0003676;GO:0003743","N/A","N/A"
"TGME49_250800","TGME49_250800-t26_1","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_250810","TGME49_250810.R1964","GO:0022625;GO:0005622;GO:0005840","cytosolic large ribosomal subunit;intracellular anatomical structure;ribosome","structural constituent of ribosome","GO:0003735","GO:0000463;GO:0006412","maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA);translation"
"TGME49_250820","TGME49_250820.R1965","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_250840","TGME49_250840-t26_1","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_250850","TGME49_250850.R1966","N/A","N/A","ATP binding;MAP kinase activity;protein kinase activity;protein serine/threonine/tyrosine kinase activity","GO:0005524;GO:0004707;GO:0004672;GO:0004712","GO:0006468","protein phosphorylation"
"TGME49_250870","TGME49_250870.R1967","GO:0016020","membrane","palmitoyltransferase activity;protein-cysteine S-palmitoyltransferase activity;zinc ion binding","GO:0016409;GO:0019706;GO:0008270","N/A","N/A"
"TGME49_250880","TGME49_250880.R1968","N/A","N/A","adenosine kinase activity;kinase activity","GO:0004001;GO:0016301","GO:0006166","purine ribonucleoside salvage"
"TGME49_251410","TGME49_251410-t26_1","GO:0005737","cytoplasm","protein binding","GO:0005515","GO:0006996","organelle organization"
"TGME49_251500","TGME49_251500.R1976","GO:0005737;GO:0005852","cytoplasm;eukaryotic translation initiation factor 3 complex","metallopeptidase activity;peptidase activity;protein binding;translation initiation factor activity","GO:0008237;GO:0008233;GO:0005515;GO:0003743","N/A","N/A"
"TGME49_251510","TGME49_251510-t26_1","N/A","N/A","cysteine-type peptidase activity","GO:0008234","GO:0006508","proteolysis"
"TGME49_251540","TGME49_251540-t26_1","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_251570","TGME49_251570-t26_1","GO:0016020","membrane","metalloendopeptidase activity","GO:0004222","GO:0071586","CAAX-box protein processing"
"TGME49_251630","TGME49_251630.R1980","GO:0016021;GO:0016020","integral component of membrane;membrane","cation transmembrane transporter activity","GO:0008324","GO:0006812;GO:0055085","cation transport;transmembrane transport"
"TGME49_251710","TGME49_251710-t26_1","GO:0000139;GO:0005801;GO:0016020","Golgi membrane;cis-Golgi network;membrane","N/A","N/A","GO:0006888;GO:0015031","endoplasmic reticulum to Golgi vesicle-mediated transport;protein transport"
"TGME49_251740","TGME49_251740-t26_1","GO:0005634","nucleus","DNA binding;DNA-binding transcription factor activity","GO:0003677;GO:0003700","GO:0006355","regulation of transcription, DNA-templated"
"TGME49_251850","TGME49_251850.R1983","N/A","N/A","calcium ion binding;hydrolase activity;myosin phosphatase activity;phosphoprotein phosphatase activity;protein binding","GO:0005509;GO:0016787;GO:0017018;GO:0004721;GO:0005515","N/A","N/A"
"TGME49_251870","TGME49_251870-t26_1","GO:0000786;GO:0005634","nucleosome;nucleus","DNA binding;protein heterodimerization activity;structural constituent of chromatin","GO:0003677;GO:0046982;GO:0030527","N/A","N/A"
"TGME49_251885","TGME49_251885-t26_1","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_251930","TGME49_251930-t26_1","N/A","N/A","enoyl-[acyl-carrier-protein] reductase (NADH) activity","GO:0004318","GO:0006633","fatty acid biosynthetic process"
"TGME49_251950","TGME49_251950-t26_1","GO:0005622;GO:1990904;GO:0005840","intracellular anatomical structure;ribonucleoprotein complex;ribosome","structural constituent of ribosome","GO:0003735","GO:0006412","translation"
"TGME49_252065","TGME49_252065-t26_1","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_252190","TGME49_252190-t26_1","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_252200","TGME49_252200.R1987","GO:0016020","membrane","palmitoyltransferase activity;protein-cysteine S-palmitoyltransferase activity;zinc ion binding","GO:0016409;GO:0019706;GO:0008270","N/A","N/A"
"TGME49_252270","TGME49_252270-t26_1","GO:0015934;GO:0005840","large ribosomal subunit;ribosome","RNA binding;structural constituent of ribosome","GO:0003723;GO:0003735","GO:0006412","translation"
"TGME49_252290","TGME49_252290.R1990","GO:0005737;GO:0005634","cytoplasm;nucleus","nuclear import signal receptor activity;obsolete protein transporter activity;protein binding","GO:0061608;GO:0008565;GO:0005515","GO:0006606","protein import into nucleus"
"TGME49_252360","TGME49_252360-t26_1","N/A","N/A","ATP binding;calmodulin-dependent protein kinase activity;protein kinase activity","GO:0005524;GO:0004683;GO:0004672","GO:0006468","protein phosphorylation"
"TGME49_252370","TGME49_252370.R1994","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_252500","TGME49_252500.R2000","N/A","N/A","ATP binding;protein kinase activity","GO:0005524;GO:0004672","GO:0006468","protein phosphorylation"
"TGME49_252640","TGME49_252640-t26_1","GO:0016020;GO:0005886","membrane;plasma membrane","ATP binding;ATP hydrolysis activity;P-type proton-exporting transporter activity;catalytic activity;metal ion binding;nucleotide binding;transporter activity","GO:0005524;GO:0016887;GO:0008553;GO:0003824;GO:0046872;GO:0000166;GO:0005215","GO:0008152;GO:0120029","metabolic process;proton export across plasma membrane"
"TGME49_252880","TGME49_252880-t26_1","N/A","N/A","N/A","N/A","GO:0007186","G protein-coupled receptor signaling pathway"
"TGME49_253040","TGME49_253040.R2007","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_253110","TGME49_253110.R2011","N/A","N/A","ATP binding;microtubule binding;microtubule motor activity","GO:0005524;GO:0008017;GO:0003777","GO:0007018","microtubule-based movement"
"TGME49_253170","TGME49_253170.R2014","GO:0016020","membrane","metallocarboxypeptidase activity;zinc ion binding","GO:0004181;GO:0008270","GO:0006508","proteolysis"
"TGME49_253330","TGME49_253330.R2017","N/A","N/A","ATP binding;protein kinase activity","GO:0005524;GO:0004672","GO:0006468","protein phosphorylation"
"TGME49_253360","TGME49_253360.R2018","GO:0016020","membrane","N/A","N/A","N/A","N/A"
"TGME49_253370","TGME49_253370.R2019","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_253380","TGME49_253380-t26_1","GO:0005634","nucleus","DNA binding;DNA-binding transcription factor activity","GO:0003677;GO:0003700","GO:0006355","regulation of transcription, DNA-templated"
"TGME49_253440","TGME49_253440.R2023","N/A","N/A","ATP binding;protein kinase activity;protein serine/threonine/tyrosine kinase activity","GO:0005524;GO:0004672;GO:0004712","GO:0006468","protein phosphorylation"
"TGME49_253470","TGME49_253470-t26_1","N/A","N/A","N/A","N/A","N/A","N/A"
